1 1:0.0166122 2:-0.00076099 3:-0.00753394 4:0.0118429 5:7.76058e-05 6:0.0761465 7:0.794857 8:0.0533316 9:0.151812 10:0.0242527 11:0.848188 12:0.315187 13:0.111877
1 1:0.0195653 2:0.0105736 3:-0.0128575 4:0.0256915 5:-0.00868372 6:0.0729 7:0.629971 8:0.227567 9:0.142461 10:0.0292916 11:0.857539 12:0.351667 13:0.0941899
1 1:0.00931916 2:-0.0100701 3:0.00459888 4:0.0255647 5:-0.0119621 6:0.0832928 7:0.681556 8:0.266372 9:0.0520724 10:0.0219884 11:0.947928 12:0.334313 13:0.0379947
0 1:0.0105177 2:-0.0261997 3:-0.0364841 4:0.0656568 5:0.0932844 6:0.459936 7:0.893594 8:0.106297 9:0.000108792 10:0.0109602 11:0.999891 12:0.50447 13:9.83195e-05
0 1:0.0563855 2:0.0731978 3:-0.00101874 4:0.0950237 5:-0.00131653 6:0.0163572 7:0.892117 8:0.107882 9:1.30645e-06 10:0.000788061 11:0.999999 12:0.353061 13:1.17923e-06
0 1:0.0566262 2:0.0734974 3:0.0122561 4:0.0953976 5:0.0159403 6:0.0763868 7:0.545495 8:0.454499 9:5.74816e-06 10:0.00216283 11:0.999994 12:0.479144 13:3.95195e-06
0 1:0.000104794 2:0.000460375 3:5.06461e-07 4:0.00202436 5:2.16907e-05 6:0.00613221 7:0.652832 8:0.347153 9:1.43997e-05 10:0.000104855 11:0.999986 12:0.0443382 13:1.06887e-05
0 1:0.00190252 2:-0.00179073 3:-0.0055161 4:0.00186021 5:0.00749889 6:0.375679 7:0.990834 8:0.00894096 9:0.00022475 10:0.00478307 11:0.999775 12:0.388123 13:0.000222659
1 1:0.0314382 2:-0.000393452 3:0.0228593 4:0.0128499 5:-0.000919219 6:0.0873057 7:0.756204 8:0.109343 9:0.134453 10:0.0305567 11:0.865547 12:0.367707 13:0.0975536
0 1:1.29631e-05 2:0.000157807 3:1.28228e-05 4:0.00193387 5:0.000114761 6:0.0052703 7:0.631659 8:0.368325 9:1.57357e-05 10:9.47423e-05 11:0.999984 12:0.0397944 13:1.14997e-05
0 1:0.000358866 2:0.00442204 3:1.10079e-05 4:0.0545039 5:-2.57121e-06 6:0.013712 7:0.750067 8:0.249932 9:1.53746e-06 10:0.000398859 11:0.999998 12:0.218081 13:1.23003e-06
0 1:0.00138326 2:-0.00091792 3:0.00121933 4:0.000927 5:0.00678623 6:0.317176 7:0.993477 8:0.00623938 9:0.000283998 10:0.00389734 11:0.999716 12:0.377868 13:0.000282077
1 1:0.0297034 2:0.00176905 3:0.0279974 4:0.0121135 5:0.00534085 6:0.0849787 7:0.814232 8:0.0650705 9:0.120698 10:0.0273671 11:0.879302 12:0.350868 13:0.0923849
1 1:0.0152494 2:0.00177051 3:-0.00326741 4:0.00677069 5:-0.00273011 6:0.0780737 7:0.803676 8:0.115194 9:0.0811298 10:0.0197142 11:0.91887 12:0.2959 13:0.063509
1 1:0.0228166 2:0.00660323 3:0.0288616 4:0.0149645 5:0.0137349 6:0.0827776 7:0.868814 8:0.0223634 9:0.108822 10:0.0235853 11:0.891178 12:0.330364 13:0.0877593
1 1:0.0148132 2:0.0113184 3:0.0150806 4:0.0314072 5:0.0160806 6:0.0744854 7:0.669332 8:0.232136 9:0.0985317 10:0.0269748 11:0.901468 12:0.348516 13:0.0689419
0 1:0.0520211 2:-0.0581226 3:-0.000854313 4:0.0649422 5:0.000937288 6:0.01644 7:0.859598 8:0.140392 9:9.36945e-06 10:0.00128174 11:0.999991 12:0.31851 13:8.21585e-06
0 1:0.0530082 2:-0.0592407 3:0.0111765 4:0.0662084 5:-0.0125867 6:0.0800056 7:0.411951 8:0.588041 9:8.32573e-06 10:0.00213018 11:0.999992 12:0.452735 13:5.24271e-06
1 1:0.0128381 2:0.000862641 3:0.0109813 4:0.0142373 5:0.0222435 6:0.0826148 7:0.86299 8:0.06472 9:0.0722902 10:0.0194795 11:0.92771 12:0.3052 13:0.0597785
1 1:0.00825609 2:0.000304464 3:0.00114288 4:0.0277392 5:0.0189572 6:0.0807028 7:0.750555 8:0.154544 9:0.0949014 10:0.024925 11:0.905099 12:0.334685 13:0.0705929
1 1:0.0102305 2:-0.00819841 3:-0.00485637 4:0.0238901 5:0.0161955 6:0.0834642 7:0.737746 8:0.190863 9:0.0713913 10:0.0234117 11:0.928609 12:0.333119 13:0.053531
1 1:0.0177817 2:-0.00828151 3:-0.0133923 4:0.0275219 5:0.0115858 6:0.075661 7:0.672078 8:0.176998 9:0.150924 10:0.0300316 11:0.849076 12:0.356089 13:0.102055
0 1:0.00145019 2:-0.00206156 3:0.00041805 4:0.00293117 5:-0.000320921 6:0.270422 7:0.983802 8:0.0161974 9:2.87418e-07 10:0.000451544 11:1 12:0.37744 13:2.82836e-07
1 1:0.000645915 2:-0.000234862 3:-0.00131847 4:0.000209214 5:-0.00035839 6:0.0295626 7:0.976019 8:0.021262 9:0.00271906 10:0.00119246 11:0.997281 12:0.110169 13:0.00264835
1 1:0.016125 2:-0.00255871 3:-0.00873667 4:0.0142913 5:0.00497836 6:0.0778192 7:0.794821 8:0.0482393 9:0.156939 10:0.02528 11:0.843061 12:0.323022 13:0.115217
1 1:0.0288598 2:0.00820497 3:-0.018516 4:0.0119802 5:-0.00767683 6:0.0761735 7:0.708985 8:0.187977 9:0.103038 10:0.0260772 11:0.896962 12:0.33973 13:0.0739124
1 1:0.017126 2:0.000458847 3:-0.00746791 4:0.0120214 5:-0.00203324 6:0.0762797 7:0.790257 8:0.0551542 9:0.154589 10:0.0246407 11:0.845411 12:0.317552 13:0.113307
1 1:0.0180171 2:0.0101838 3:-0.0128568 4:0.0286535 5:-0.0107426 6:0.0733566 7:0.630743 8:0.227322 9:0.141935 10:0.0297235 11:0.858065 12:0.35525 13:0.0939224
0 1:0.0102651 2:0.00954745 3:-0.000488987 4:0.00888082 5:8.4279e-05 6:0.489186 7:0.960863 8:0.0391367 9:2.324e-07 10:0.00102113 11:1 12:0.425509 13:2.23647e-07
1 1:0.00981706 2:-0.0106944 3:0.00605325 4:0.0245039 5:-0.0124203 6:0.083199 7:0.690981 8:0.260682 9:0.0483369 10:0.0213226 11:0.951663 12:0.331633 13:0.0356111
0 1:0.0113331 2:-0.0253415 3:-0.0354861 4:0.0570722 5:0.0808646 6:0.443899 7:0.895152 8:0.104703 9:0.000144338 10:0.0114678 11:0.999856 12:0.504015 13:0.000130623
0 1:5.74622e-05 2:0.000345941 3:-2.97588e-06 4:0.00208558 5:-1.82349e-05 6:0.00547837 7:0.608858 8:0.391128 9:1.42195e-05 10:9.70657e-05 11:0.999986 12:0.0416965 13:1.02214e-05
0 1:0.00133765 2:-0.00105881 3:-0.000562718 4:0.000985931 5:0.000565522 6:0.344513 7:0.993518 8:0.00622556 9:0.000256774 10:0.0040829 11:0.999743 12:0.381579 13:0.000255055
1 1:0.0298512 2:-9.41427e-07 3:0.0269437 4:0.0121179 5:0.00110028 6:0.0846995 7:0.803038 8:0.0707808 9:0.126181 10:0.0279375 11:0.873819 12:0.35283 13:0.0953645
1 1:0.0159418 2:0.00191377 3:-0.00261196 4:0.00790422 5:-0.00436995 6:0.0760279 7:0.788388 8:0.116491 9:0.0951214 10:0.0207908 11:0.904879 12:0.299035 13:0.0727932
1 1:0.0220798 2:0.00547255 3:0.0292633 4:0.0136552 5:0.0136948 6:0.084098 7:0.88721 8:0.00647035 9:0.10632 10:0.0224989 11:0.89368 12:0.325603 13:0.0872111
1 1:0.0193213 2:0.0132528 3:0.0160883 4:0.0298199 5:0.0166931 6:0.0801272 7:0.681394 8:0.207813 9:0.110794 10:0.0296662 11:0.889206 12:0.365648 13:0.0775106
1 1:0.010846 2:-0.000468524 3:0.00854944 4:0.0183125 5:0.0256828 6:0.0842327 7:0.86135 8:0.0686592 9:0.0699904 10:0.020011 11:0.93001 12:0.311493 13:0.0579084
1 1:0.00935446 2:0.000557685 3:-0.000454056 4:0.0266678 5:0.0170615 6:0.0811479 7:0.746652 8:0.14506 9:0.108288 10:0.025953 11:0.891712 12:0.338043 13:0.0795278
1 1:0.0103489 2:-0.00811139 3:-0.00508289 4:0.0236937 5:0.0161502 6:0.0836346 7:0.740567 8:0.186575 9:0.0728579 10:0.0235285 11:0.927142 12:0.333342 13:0.0546862
1 1:0.0177643 2:-0.00822973 3:-0.0139782 4:0.0274129 5:0.0111332 6:0.0760418 7:0.673201 8:0.17859 9:0.148209 10:0.0299568 11:0.851791 12:0.356195 13:0.10048
0 1:0.001411 2:-0.0019704 3:0.000269499 4:0.00275198 5:-0.000411965 6:0.269255 7:0.984543 8:0.0154566 9:5.19987e-07 10:0.000539352 11:0.999999 12:0.376106 13:5.12072e-07
1 1:0.00648683 2:-0.000696715 3:-0.00341983 4:0.000461914 5:-0.000295258 6:0.0371109 7:0.83459 8:0.155564 9:0.00984565 10:0.00441073 11:0.990154 12:0.157542 13:0.00837745
1 1:0.0164477 2:-0.00287899 3:-0.00898544 4:0.0146177 5:0.0055016 6:0.0779178 7:0.789843 8:0.0534305 9:0.156726 10:0.0255578 11:0.843274 12:0.324925 13:0.11466
1 1:0.028431 2:0.00237411 3:-0.0211765 4:0.00772491 5:-0.00369683 6:0.0832341 7:0.765314 8:0.152803 9:0.0818832 10:0.0242895 11:0.918117 12:0.336013 13:0.0621944
1 1:0.0173282 2:0.000260619 3:-0.00799704 4:0.0120061 5:-0.00124216 6:0.0761619 7:0.789492 8:0.0554421 9:0.155066 10:0.0246897 11:0.844934 12:0.317809 13:0.113554
1 1:0.0219007 2:0.0111663 3:-0.0154812 4:0.0243718 5:-0.00819435 6:0.0776649 7:0.652729 8:0.213033 9:0.134237 10:0.0301078 11:0.865763 12:0.360771 13:0.0906085
1 1:0.018269 2:0.0103382 3:-0.0129696 4:0.0277857 5:-0.0108072 6:0.0737648 7:0.638936 8:0.221507 9:0.139557 10:0.0294918 11:0.860443 12:0.354174 13:0.0929994
0 1:0.010854 2:0.0101067 3:-0.000230573 4:0.00941192 5:0.00035634 6:0.489364 7:0.958588 8:0.0414111 9:4.78399e-07 10:0.00132415 11:1 12:0.428738 13:4.59375e-07
1 1:0.00578757 2:-0.00527273 3:0.00147045 4:0.0289748 5:-0.0115463 6:0.0832845 7:0.676834 8:0.269139 9:0.0540277 10:0.0222369 11:0.945972 12:0.334813 13:0.0392303
0 1:0.00572832 2:-0.0192898 3:-0.0252532 4:0.0657876 5:0.0868037 6:0.44634 7:0.891246 8:0.108612 9:0.000142194 10:0.0116348 11:0.999858 12:0.507578 13:0.00012823
0 1:0.042288 2:0.0451285 3:-0.000827293 4:0.0481597 5:-0.000879791 6:0.0163366 7:0.819638 8:0.180362 9:8.08545e-09 10:0.000102591 11:1 12:0.284525 13:6.84998e-09
0 1:0.0427635 2:0.0456408 3:0.00922766 4:0.0487123 5:0.00985838 6:0.074644 7:0.32153 8:0.678466 9:3.22174e-06 10:0.00128444 11:0.999997 12:0.410276 13:1.91944e-06
0 1:0.00174992 2:-0.00169074 3:-0.0046558 4:0.00180467 5:0.00497004 6:0.376894 7:0.99113 8:0.00864129 9:0.000228805 10:0.00477339 11:0.999771 12:0.387638 13:0.000226742
1 1:0.029281 2:-0.00166319 3:0.0266569 4:0.0123712 5:-0.00171624 6:0.0850935 7:0.80464 8:0.0682192 9:0.127141 10:0.0279626 11:0.872859 12:0.352935 13:0.0961366
1 1:0.0235812 2:0.00467266 3:0.0307385 4:0.0126714 5:0.0100777 6:0.0837839 7:0.88349 8:0.00998998 9:0.10652 10:0.0227234 11:0.89348 12:0.326635 13:0.0870949
1 1:0.019175 2:0.0127236 3:0.0142611 4:0.0289512 5:0.0140367 6:0.0754758 7:0.649481 8:0.229685 9:0.120833 10:0.0292825 11:0.879167 12:0.358467 13:0.0821239
1 1:0.00916704 2:0.00191437 3:0.00779899 4:0.0334808 5:0.0178141 6:0.0766577 7:0.676847 8:0.224515 9:0.0986372 10:0.0266057 11:0.901363 12:0.345441 13:0.0693754
1 1:0.0089665 2:-0.00245795 3:-0.00365695 4:0.0183621 5:0.00731202 6:0.0866232 7:0.793999 8:0.111045 9:0.0949557 10:0.0236005 11:0.905044 12:0.32557 13:0.0729892
1 1:0.01024 2:-0.0077522 3:-0.00518155 4:0.0239919 5:0.016374 6:0.0836838 7:0.743235 8:0.181163 9:0.0756025 10:0.0237851 11:0.924397 12:0.334088 13:0.056743
1 1:0.0174637 2:-0.0082304 3:-0.0136686 4:0.0279809 5:0.0117099 6:0.0762059 7:0.672065 8:0.180619 9:0.147316 10:0.0300326 11:0.852684 12:0.356986 13:0.0998581
0 1:0.00173977 2:-0.00243085 3:0.000607946 4:0.00339664 5:-0.000898187 6:0.26645 7:0.98074 8:0.0192595 9:2.27343e-07 10:0.000435914 11:1 12:0.379458 13:2.23047e-07
0 1:0.00542793 2:-0.00220813 3:0.00242419 4:0.000962009 5:-0.00123937 6:0.0385247 7:0.842379 8:0.156247 9:0.00137389 10:0.00232717 11:0.998626 12:0.157633 13:0.00118542
1 1:0.0265499 2:-0.00952875 3:-0.0174766 4:0.0201299 5:0.00474818 6:0.0761217 7:0.663665 8:0.185174 9:0.151161 10:0.0305834 11:0.848839 12:0.360135 13:0.101621
0 1:0.0256243 2:-0.014002 3:-0.000983999 4:0.00765185 5:0.000591892 6:0.491009 7:0.932236 8:0.0677625 9:1.02781e-06 10:0.0020202 11:0.999999 12:0.462485 13:9.62579e-07
1 1:0.0149133 2:-0.00325509 3:-0.00663723 4:0.0124513 5:0.00391851 6:0.0757415 7:0.78927 8:0.0778505 9:0.132879 10:0.0233027 11:0.867121 12:0.310472 13:0.0988972
1 1:0.0174611 2:0.0101058 3:-0.0124453 4:0.0282669 5:-0.0116482 6:0.0731801 7:0.641527 8:0.220391 9:0.138083 10:0.0291732 11:0.861917 12:0.352085 13:0.0922669
1 1:0.00673307 2:-0.00301698 3:-0.00122913 4:0.0296987 5:-0.0119938 6:0.0851055 7:0.683735 8:0.245035 9:0.071231 10:0.0247391 11:0.928769 12:0.344322 13:0.0513378
0 1:0.0269063 2:0.0262394 3:-0.000498189 4:0.0255894 5:-0.000493011 6:0.0161598 7:0.692505 8:0.307491 9:4.16643e-06 10:0.000570297 11:0.999996 12:0.221356 13:3.18657e-06
0 1:0.0039191 2:-0.0156638 3:-0.0201646 4:0.0639421 5:0.0831228 6:0.434517 7:0.892354 8:0.107476 9:0.000170156 10:0.011954 11:0.99983 12:0.506753 13:0.000153596
0 1:0.0271463 2:0.0264641 3:0.00584138 4:0.0257996 5:0.00567487 6:0.0737386 7:0.345049 8:0.654947 9:3.47782e-06 10:0.00100719 11:0.999996 12:0.346778 13:2.10146e-06
1 1:0.0258507 2:0.00333732 3:0.0318704 4:0.0118748 5:0.0051331 6:0.0831141 7:0.87208 8:0.0196411 9:0.108279 10:0.0234755 11:0.891721 12:0.330235 13:0.08759
1 1:0.0150163 2:0.0116948 3:0.014977 4:0.0320673 5:0.0159657 6:0.0753119 7:0.661022 8:0.240924 9:0.0980543 10:0.0273849 11:0.901946 12:0.352098 13:0.0682339
0 1:0.0490418 2:-0.0530604 3:-0.00104846 4:0.0574087 5:0.00112648 6:0.0164236 7:0.846001 8:0.153998 9:1.63029e-06 10:0.00067171 11:0.999998 12:0.305896 13:1.41273e-06
1 1:0.00891964 2:-0.00613164 3:-0.00361443 4:0.0259278 5:0.0172194 6:0.0824982 7:0.739934 8:0.181545 9:0.078521 10:0.0239613 11:0.921479 12:0.333868 13:0.0586596
0 1:0.00554635 2:0.00465278 3:-0.0264118 4:0.00395498 5:-0.0214284 6:0.517844 7:0.986144 8:0.0138 9:5.62651e-05 10:0.00478692 11:0.999944 12:0.375858 13:5.54931e-05
1 1:0.0193463 2:-0.00916228 3:-0.0152784 4:0.026889 5:0.0106566 6:0.0760966 7:0.670976 8:0.180707 9:0.148317 10:0.0302597 11:0.851683 12:0.358485 13:0.100394
1 1:0.0148565 2:-0.00299881 3:-0.00631168 4:0.0119666 5:0.00302578 6:0.0746715 7:0.789168 8:0.0774389 9:0.133393 10:0.0229612 11:0.866607 12:0.307288 13:0.0992342
1 1:0.0169014 2:0.00949312 3:-0.0122579 4:0.0298094 5:-0.0123186 6:0.0740038 7:0.640634 8:0.218006 9:0.14136 10:0.0297906 11:0.85864 12:0.356063 13:0.0941944
1 1:0.00602724 2:-0.00604659 3:0.00222058 4:0.028719 5:-0.0122245 6:0.0838605 7:0.682391 8:0.265555 9:0.0520544 10:0.0220604 11:0.947946 12:0.335039 13:0.0380052
0 1:0.00585991 2:-0.00768227 3:-0.0229366 4:0.010271 5:0.0309368 6:0.439325 7:0.971584 8:0.0282523 9:0.000163947 10:0.00739545 11:0.999836 12:0.416468 13:0.000159392
1 1:0.0268145 2:-0.00729705 3:0.0197643 4:0.0146695 5:-0.00336361 6:0.0787552 7:0.723692 8:0.15207 9:0.124238 10:0.0279018 11:0.875762 12:0.347959 13:0.088707
1 1:0.0303466 2:-0.00327175 3:0.0228306 4:0.0132053 5:-0.0054003 6:0.0860727 7:0.763967 8:0.103293 9:0.13274 10:0.0298548 11:0.86726 12:0.363186 13:0.0969773
0 1:0.000394306 2:0.000156917 3:-0.000545512 4:6.25102e-05 5:-0.000188756 6:0.18677 7:0.997564 8:0.0024357 9:3.02178e-07 10:0.000168639 11:1 12:0.316881 13:3.01443e-07
1 1:0.0272649 2:0.0111351 3:0.0152456 4:0.0188382 5:0.00750678 6:0.0753639 7:0.645265 8:0.219456 9:0.135279 10:0.0296242 11:0.864721 12:0.356537 13:0.0907906
1 1:0.0210033 2:0.00501339 3:0.0283474 4:0.012813 5:0.0147085 6:0.084861 7:0.891748 8:0.0109934 9:0.0972583 10:0.0215766 11:0.902742 12:0.32113 13:0.0806781
1 1:0.0147394 2:0.0113732 3:0.0144732 4:0.0322986 5:0.0157178 6:0.0742603 7:0.65451 8:0.244876 9:0.100614 10:0.027375 11:0.899386 12:0.350803 13:0.0695761
0 1:0.048305 2:-0.0511495 3:-0.000947274 4:0.0541622 5:0.000993482 6:0.0163025 7:0.841147 8:0.15885 9:3.41842e-06 10:0.000836148 11:0.999997 12:0.300515 13:2.94983e-06
1 1:0.00830194 2:-0.00520765 3:-0.002879 4:0.0257746 5:0.0170482 6:0.0826175 7:0.7451 8:0.177037 9:0.0778629 10:0.0237062 11:0.922137 12:0.332114 13:0.0584222
1 1:0.0224619 2:-0.00973478 3:-0.0164618 4:0.0234184 5:0.00756363 6:0.0761401 7:0.66961 8:0.18134 9:0.14905 10:0.0302312 11:0.85095 12:0.358048 13:0.100748
1 1:0.0148094 2:-0.00276649 3:-0.00606234 4:0.0116166 5:0.0027861 6:0.0748465 7:0.792822 8:0.0747359 9:0.132442 10:0.0228017 11:0.867558 12:0.306415 13:0.0988654
1 1:0.0147961 2:-0.00306769 3:-0.00637272 4:0.0123804 5:0.00356575 6:0.0750175 7:0.789386 8:0.0751534 9:0.13546 10:0.0231983 11:0.86454 12:0.30893 13:0.100634
1 1:0.0152217 2:0.00845634 3:-0.0118448 4:0.0316506 5:-0.0143311 6:0.0746171 7:0.65078 8:0.213778 9:0.135442 10:0.0295934 11:0.864558 12:0.356324 13:0.0912277
0 1:0.0144218 2:0.0128086 3:-0.000209679 4:0.0113761 5:-0.000185798 6:0.0160902 7:0.376803 8:0.623193 9:3.688e-06 10:0.000340557 11:0.999996 12:0.160797 13:2.27205e-06
0 1:0.00229494 2:-0.0113872 3:-0.0147685 4:0.0583443 5:0.0767536 6:0.429438 7:0.899642 8:0.100201 9:0.000156456 10:0.0111511 11:0.999844 12:0.499813 13:0.000142166
0 1:0.0145203 2:0.0128993 3:0.00316305 4:0.0114597 5:0.00281208 6:0.0731648 7:0.651855 8:0.348142 9:3.6597e-06 10:0.000797262 11:0.999996 12:0.285777 13:2.71461e-06
1 1:0.0247979 2:0.00296454 3:0.0316307 4:0.0114325 5:0.00606357 6:0.0838914 7:0.884908 8:0.00636187 9:0.10873 10:0.0227878 11:0.89127 12:0.326934 13:0.0888449
1 1:0.0138519 2:0.0104435 3:0.0143669 4:0.0325451 5:0.0170641 6:0.0750997 7:0.672723 8:0.228235 9:0.0990417 10:0.0271598 11:0.900958 12:0.349888 13:0.0694387
0 1:0.0405722 2:-0.0394697 3:-0.000958614 4:0.0383973 5:0.000932856 6:0.0162107 7:0.795156 8:0.204843 9:1.11068e-06 10:0.000482266 11:0.999999 12:0.267257 13:9.21849e-07
1 1:0.0139791 2:0.0105419 3:0.0144982 4:0.0324089 5:0.0169247 6:0.0750593 7:0.672378 8:0.228553 9:0.0990692 10:0.0271537 11:0.900931 12:0.34982 13:0.0694398
0 1:0.0418427 2:-0.0411189 3:0.00834846 4:0.0404079 5:-0.00823605 6:0.0786986 7:0.25691 8:0.743087 9:2.18471e-06 10:0.00108521 11:0.999998 12:0.40381 13:1.25335e-06
1 1:0.00907495 2:-0.0070747 3:-0.0039428 4:0.0245989 5:0.0162829 6:0.0832866 7:0.740601 8:0.188199 9:0.0712003 10:0.023235 11:0.9288 12:0.3317 13:0.0535099
0 1:0.0110418 2:0.00963544 3:-0.039665 4:0.0084309 5:-0.0344293 6:0.511209 7:0.973077 8:0.0268981 9:2.47851e-05 10:0.00451568 11:0.999975 12:0.400774 13:2.41347e-05
1 1:0.0190401 2:-0.00930944 3:-0.0147467 4:0.0273768 5:0.0110201 6:0.0758409 7:0.665818 8:0.186464 9:0.147718 10:0.0302643 11:0.852282 12:0.358553 13:0.0996817
1 1:0.016512 2:-0.00170949 3:-0.00782269 4:0.0121499 5:0.00177995 6:0.075992 7:0.791809 8:0.058374 9:0.149817 10:0.0242583 11:0.850183 12:0.315335 13:0.110321
1 1:0.016245 2:0.009111 3:-0.0123672 4:0.0305492 5:-0.0129423 6:0.0741779 7:0.644001 8:0.217293 9:0.138707 10:0.0296924 11:0.861293 12:0.356073 13:0.0927986
1 1:0.00523125 2:-0.00505784 3:0.00238286 4:0.028814 5:-0.0124585 6:0.0836136 7:0.687574 8:0.26394 9:0.0484854 10:0.0213918 11:0.951515 12:0.332154 13:0.0356271
0 1:0.00614797 2:-0.0203006 3:-0.0279687 4:0.0678318 5:0.0938826 6:0.464176 7:0.895966 8:0.103898 9:0.000136277 10:0.0117961 11:0.999864 12:0.502111 13:0.00012342
0 1:0.0433401 2:0.0469053 3:0.00931207 4:0.0507645 5:0.0101184 6:0.0748976 7:0.331234 8:0.668763 9:3.37962e-06 10:0.00132906 11:0.999997 12:0.414256 13:2.02522e-06
1 1:0.0233182 2:0.00147525 3:0.0317534 4:0.0106329 5:0.00491789 6:0.0846662 7:0.891266 8:0.0124749 9:0.0962588 10:0.0215327 11:0.903741 12:0.320923 13:0.0798833
0 1:0.0367705 2:-0.0340704 3:-0.000675363 4:0.031569 5:0.000628706 6:0.0160239 7:0.765818 8:0.234179 9:3.50625e-06 10:0.000640087 11:0.999996 12:0.24959 13:2.84094e-06
1 1:0.0138593 2:0.0105354 3:0.0141899 4:0.0329257 5:0.0161127 6:0.075288 7:0.658473 8:0.242445 9:0.099082 10:0.0274082 11:0.900918 12:0.351802 13:0.0687779
0 1:0.0365475 2:-0.0338635 3:0.00790108 4:0.0313767 5:-0.00730642 6:0.0798565 7:0.285509 8:0.714491 9:5.1723e-07 10:0.000618552 11:0.999999 12:0.382936 13:3.01681e-07
1 1:0.00740239 2:-0.00551282 3:-0.00205749 4:0.0263084 5:0.0168454 6:0.0827411 7:0.736177 8:0.197316 9:0.066507 10:0.0227465 11:0.933493 12:0.330194 13:0.0499929
0 1:0.0187498 2:0.0171637 3:-0.0520191 4:0.0157915 5:-0.0470822 6:0.500772 7:0.95271 8:0.0472064 9:8.345e-05 10:0.00807678 11:0.999916 12:0.43345 13:7.96755e-05
1 1:0.0181454 2:-0.00957455 3:-0.0131847 4:0.0277095 5:0.0110395 6:0.0745323 7:0.65138 8:0.204145 9:0.144475 10:0.0297766 11:0.855525 12:0.355279 13:0.096762
1 1:0.016859 2:-0.00111483 3:-0.00804303 4:0.0124115 5:0.00116853 6:0.0758854 7:0.791784 8:0.0505609 9:0.157655 10:0.0246508 11:0.842345 12:0.317207 13:0.115425
